time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2020-01-01 00:00:00,0.8,-0.1,94.0,,,170.0,5.4,,1032.5,,
2020-01-01 01:00:00,-0.7,-1.3,96.0,0.0,,200.0,9.4,,1032.2,,
2020-01-01 02:00:00,-0.3,-0.6,98.0,0.0,,190.0,7.6,,1032.2,,
2020-01-01 03:00:00,0.0,-0.3,98.0,,,220.0,5.4,,1031.9,,
2020-01-01 04:00:00,0.3,0.0,98.0,0.0,,210.0,7.6,,1031.6,,
2020-01-01 05:00:00,0.5,0.2,98.0,0.0,,170.0,3.6,,1031.9,,
2020-01-01 06:00:00,0.7,0.4,98.0,,,160.0,5.4,,1031.9,,
2020-01-01 07:00:00,0.8,0.5,98.0,0.0,,170.0,11.2,,1031.9,,
2020-01-01 08:00:00,1.0,0.7,98.0,0.0,,160.0,11.2,,1032.2,,
2020-01-01 09:00:00,1.4,1.3,99.0,,,160.0,11.2,,1032.5,,
2020-01-01 10:00:00,2.0,1.9,99.0,0.0,,170.0,7.6,,1032.6,,
2020-01-01 11:00:00,2.8,2.5,98.0,0.0,,170.0,5.4,,1032.5,,
2020-01-01 12:00:00,3.0,2.7,98.0,,,140.0,5.4,,1031.7,,
2020-01-01 13:00:00,3.4,3.3,99.0,0.0,,160.0,7.6,,1030.9,,
2020-01-01 14:00:00,3.7,3.4,98.0,0.0,,160.0,7.6,,1030.6,,
2020-01-01 15:00:00,4.0,3.7,98.0,,,140.0,7.6,,1030.5,,
2020-01-01 16:00:00,4.1,3.8,98.0,,,140.0,7.6,,1030.6,,
2020-01-01 17:00:00,4.3,4.0,98.0,,,140.0,7.6,,1030.7,,
2020-01-01 18:00:00,4.5,4.2,98.0,,,140.0,7.6,,1030.6,,
2020-01-01 19:00:00,4.5,4.4,99.0,,,140.0,7.6,,1030.7,,
2020-01-01 20:00:00,4.6,4.3,98.0,,,160.0,7.6,,1030.2,,
2020-01-01 21:00:00,4.5,4.2,98.0,,,160.0,9.4,,1029.9,,
2020-01-01 22:00:00,4.4,4.1,98.0,,,160.0,11.2,,1029.8,,
2020-01-01 23:00:00,4.4,4.1,98.0,0.0,,150.0,7.6,,1029.4,,
2020-01-02 00:00:00,4.4,4.3,99.0,,,150.0,7.6,,1028.7,,
2020-01-02 01:00:00,4.5,4.2,98.0,0.4,,140.0,7.6,,1028.2,,
2020-01-02 02:00:00,4.6,4.5,99.0,0.2,,120.0,7.6,,1028.0,,
2020-01-02 03:00:00,4.8,4.7,99.0,,,140.0,5.4,,1027.7,,
2020-01-02 04:00:00,5.1,5.0,99.0,0.0,,130.0,5.4,,1027.2,,
2020-01-02 05:00:00,5.3,5.2,99.0,0.4,,130.0,5.4,,1027.0,,
2020-01-02 06:00:00,5.6,5.5,99.0,,,150.0,5.4,,1026.9,,
2020-01-02 07:00:00,6.1,6.0,99.0,,,200.0,3.6,,1027.1,,
2020-01-02 08:00:00,6.4,6.3,99.0,,,200.0,3.6,,1027.1,,
2020-01-02 09:00:00,6.8,6.7,99.0,,,200.0,5.4,,1027.1,,
2020-01-02 10:00:00,7.5,7.4,99.0,0.0,,210.0,11.2,,1027.4,,
2020-01-02 11:00:00,8.3,7.9,97.0,0.0,,210.0,9.4,,1027.0,,
2020-01-02 12:00:00,8.5,8.1,97.0,,,220.0,9.4,,1026.5,,
2020-01-02 13:00:00,9.0,8.5,97.0,,,220.0,7.6,,1025.7,,
2020-01-02 14:00:00,9.0,7.8,92.0,0.0,,220.0,11.2,,1025.1,,
2020-01-02 15:00:00,8.8,7.6,92.0,,,200.0,9.4,,1024.8,,
2020-01-02 16:00:00,8.6,7.4,92.0,0.0,,210.0,11.2,,1025.0,,
2020-01-02 17:00:00,8.8,7.7,93.0,0.0,,200.0,7.6,,1025.1,,
2020-01-02 18:00:00,8.9,7.7,92.0,,,210.0,11.2,,1024.8,,
2020-01-02 19:00:00,9.0,7.8,92.0,0.0,,200.0,9.4,,1024.6,,
2020-01-02 20:00:00,9.0,7.9,93.0,0.0,,200.0,11.2,,1024.3,,
2020-01-02 21:00:00,9.1,7.9,92.0,,,210.0,7.6,,1024.2,,
2020-01-02 22:00:00,9.2,7.5,89.0,0.0,,220.0,13.0,,1024.0,,
2020-01-02 23:00:00,9.2,7.3,88.0,0.0,,220.0,14.8,,1024.1,,
2020-01-03 00:00:00,9.2,7.1,87.0,,,220.0,14.8,,1023.9,,
2020-01-03 01:00:00,9.0,7.0,87.0,0.0,,220.0,11.2,,1023.2,,
2020-01-03 02:00:00,8.7,6.5,86.0,0.0,,210.0,13.0,,1022.8,,
2020-01-03 03:00:00,8.5,6.1,85.0,,,210.0,13.0,,1022.2,,
2020-01-03 04:00:00,8.6,6.2,85.0,0.2,,220.0,24.1,,1021.9,,
2020-01-03 05:00:00,8.7,6.5,86.0,0.0,,200.0,11.2,,1021.8,,
2020-01-03 06:00:00,8.8,7.4,91.0,,,220.0,18.4,,1021.8,,
2020-01-03 07:00:00,8.9,7.7,92.0,,,230.0,16.6,,1022.3,,
2020-01-03 08:00:00,9.1,8.0,93.0,,,220.0,14.8,,1022.8,,
2020-01-03 09:00:00,9.6,8.7,94.0,,,220.0,18.4,,1023.1,,
2020-01-03 10:00:00,10.4,8.7,89.0,0.0,,240.0,13.0,,1023.6,,
2020-01-03 11:00:00,11.3,8.3,82.0,0.0,,250.0,13.0,,1023.8,,
2020-01-03 12:00:00,12.1,8.2,77.0,,,260.0,20.5,,1023.8,,
2020-01-03 13:00:00,11.2,9.1,87.0,,,260.0,13.0,,1023.9,,
2020-01-03 14:00:00,11.8,8.6,81.0,0.2,,270.0,14.8,,1024.3,,
2020-01-03 15:00:00,11.5,8.5,82.0,,,270.0,18.4,,1024.9,,
2020-01-03 16:00:00,11.1,8.5,84.0,,,260.0,14.8,,1025.6,,
2020-01-03 17:00:00,11.3,8.3,82.0,0.0,,260.0,13.0,,1026.2,,
2020-01-03 18:00:00,10.9,9.3,90.0,,,290.0,11.2,,1027.4,,
2020-01-03 19:00:00,10.7,8.5,86.0,,,330.0,18.4,,1028.6,,
2020-01-03 20:00:00,9.4,7.2,86.0,,,350.0,20.5,,1029.8,,
2020-01-03 21:00:00,9.0,6.3,83.0,,,360.0,16.6,,1031.0,,
2020-01-03 22:00:00,8.6,6.1,84.0,0.0,,360.0,18.4,,1032.1,,
2020-01-03 23:00:00,8.1,5.2,82.0,0.0,,10.0,11.2,,1032.9,,
2020-01-04 00:00:00,7.9,4.8,81.0,,,360.0,18.4,,1033.3,,
2020-01-04 01:00:00,6.8,2.5,74.0,0.0,,350.0,13.0,,1033.4,,
2020-01-04 02:00:00,6.5,2.8,77.0,0.0,,340.0,5.4,,1034.1,,
2020-01-04 03:00:00,6.3,3.3,81.0,,,330.0,9.4,,1034.4,,
2020-01-04 04:00:00,6.0,3.2,82.0,0.0,,320.0,7.6,,1034.7,,
2020-01-04 05:00:00,5.5,2.7,82.0,0.0,,310.0,7.6,,1035.5,,
2020-01-04 06:00:00,5.0,2.5,84.0,,,280.0,7.6,,1035.5,,
2020-01-04 07:00:00,4.5,2.7,88.0,0.0,,270.0,5.4,,1036.2,,
2020-01-04 08:00:00,4.3,2.2,86.0,0.0,,270.0,7.6,,1036.2,,
2020-01-04 09:00:00,4.9,2.4,84.0,,,290.0,9.4,,1036.7,,
2020-01-04 10:00:00,6.3,2.9,79.0,0.0,,290.0,9.4,,1037.0,,
2020-01-04 11:00:00,7.1,3.7,79.0,0.0,,290.0,9.4,,1036.5,,
2020-01-04 12:00:00,8.4,3.8,73.0,,,300.0,13.0,,1036.5,,
2020-01-04 13:00:00,8.7,4.3,74.0,0.0,,310.0,13.0,,1036.1,,
2020-01-04 14:00:00,9.1,3.7,69.0,0.0,,320.0,11.2,,1036.1,,
2020-01-04 15:00:00,9.1,3.5,68.0,,,310.0,11.2,,1036.3,,
2020-01-04 16:00:00,9.0,3.8,70.0,0.0,,310.0,9.4,,1036.4,,
2020-01-04 17:00:00,8.6,4.2,74.0,0.0,,290.0,7.6,,1036.4,,
2020-01-04 18:00:00,8.6,4.6,76.0,,,290.0,7.6,,1036.8,,
2020-01-04 19:00:00,8.6,4.6,76.0,0.0,,270.0,9.4,,1037.1,,
2020-01-04 20:00:00,8.6,4.2,74.0,0.0,,310.0,9.4,,1037.1,,
2020-01-04 21:00:00,8.4,4.2,75.0,,,320.0,9.4,,1037.1,,
2020-01-04 22:00:00,8.1,3.2,71.0,0.0,,340.0,11.2,,1037.5,,
2020-01-04 23:00:00,8.2,4.6,78.0,0.0,,310.0,7.6,,1037.6,,
2020-01-05 00:00:00,8.0,4.6,79.0,,,280.0,3.6,,1037.5,,
2020-01-05 01:00:00,7.9,4.8,81.0,0.0,,280.0,7.6,,1037.5,,
2020-01-05 02:00:00,7.5,5.1,85.0,0.0,,280.0,7.6,,1037.4,,
2020-01-05 03:00:00,7.4,5.2,86.0,,,280.0,5.4,,1037.3,,
2020-01-05 04:00:00,7.2,5.2,87.0,0.0,,270.0,3.6,,1037.2,,
2020-01-05 05:00:00,7.2,5.2,87.0,0.0,,270.0,3.6,,1037.3,,
2020-01-05 06:00:00,7.1,5.2,88.0,,,210.0,5.4,,1037.4,,
2020-01-05 07:00:00,7.2,5.2,87.0,0.0,,250.0,3.6,,1037.3,,
2020-01-05 08:00:00,7.4,5.2,86.0,0.0,,280.0,5.4,,1037.4,,
2020-01-05 09:00:00,7.6,5.4,86.0,,,270.0,5.4,,1037.4,,
2020-01-05 10:00:00,8.0,5.6,85.0,0.0,,280.0,3.6,,1037.2,,
2020-01-05 11:00:00,8.5,5.2,80.0,0.0,,300.0,5.4,,1036.8,,
2020-01-05 12:00:00,8.8,5.4,79.0,,,300.0,5.4,,1036.2,,
2020-01-05 13:00:00,9.0,2.3,63.0,0.0,,330.0,5.4,,1035.6,,
2020-01-05 14:00:00,8.9,2.0,62.0,0.0,,360.0,3.6,,1035.6,,
2020-01-05 15:00:00,8.7,2.5,65.0,,,20.0,3.6,,1035.4,,
2020-01-05 16:00:00,8.5,2.9,68.0,0.0,,170.0,5.4,,1035.5,,
2020-01-05 17:00:00,8.3,2.1,65.0,0.0,,120.0,7.6,,1035.5,,
2020-01-05 18:00:00,8.3,2.1,65.0,,,150.0,7.6,,1035.0,,
2020-01-05 19:00:00,8.1,1.9,65.0,0.0,,120.0,7.6,,1034.7,,
2020-01-05 20:00:00,7.9,1.9,66.0,0.0,,110.0,5.4,,1034.5,,
2020-01-05 21:00:00,7.6,1.4,65.0,,,190.0,5.4,,1034.0,,
2020-01-05 22:00:00,7.1,1.2,66.0,0.0,,160.0,5.4,,1033.5,,
2020-01-05 23:00:00,5.2,0.9,74.0,0.0,,150.0,3.6,,1033.1,,
2020-01-06 00:00:00,4.6,0.9,77.0,,,150.0,5.4,,1032.3,,
2020-01-06 01:00:00,3.8,1.2,83.0,0.0,,130.0,3.6,,1031.4,,
2020-01-06 02:00:00,3.4,1.6,88.0,0.0,,130.0,7.6,,1031.3,,
2020-01-06 03:00:00,3.0,1.5,90.0,,,140.0,5.4,,1030.9,,
2020-01-06 04:00:00,2.6,1.3,91.0,0.0,,160.0,5.4,,1030.2,,
2020-01-06 05:00:00,2.2,1.2,93.0,0.0,,130.0,5.4,,1029.6,,
2020-01-06 06:00:00,2.3,1.1,92.0,,,150.0,7.6,,1029.3,,
2020-01-06 07:00:00,1.9,0.9,93.0,0.0,,140.0,11.2,,1029.0,,
2020-01-06 08:00:00,1.6,0.6,93.0,0.0,,150.0,5.4,,1028.3,,
2020-01-06 09:00:00,2.1,0.8,91.0,,,160.0,9.4,,1027.9,,
2020-01-06 10:00:00,3.2,1.1,86.0,0.0,,190.0,9.4,,1027.4,,
2020-01-06 11:00:00,4.2,0.9,79.0,0.0,,190.0,9.4,,1026.8,,
2020-01-06 12:00:00,5.3,1.2,75.0,,,180.0,13.0,,1025.3,,
2020-01-06 13:00:00,6.9,2.0,71.0,0.0,,190.0,11.2,,1024.1,,
2020-01-06 14:00:00,7.0,2.1,71.0,0.0,,180.0,13.0,,1023.6,,
2020-01-06 15:00:00,7.7,2.8,71.0,,,210.0,13.0,,1023.5,,
2020-01-06 16:00:00,7.1,3.2,76.0,0.0,,220.0,16.6,,1024.0,,
2020-01-06 17:00:00,6.4,3.2,80.0,0.0,,240.0,11.2,,1024.8,,
2020-01-06 18:00:00,5.7,1.8,76.0,,,270.0,20.5,,1026.5,,
2020-01-06 19:00:00,5.6,2.8,82.0,0.0,,220.0,11.2,,1025.6,,
2020-01-06 20:00:00,6.0,3.5,84.0,0.0,,220.0,9.4,,1025.8,,
2020-01-06 21:00:00,6.3,4.9,91.0,,,220.0,11.2,,1026.0,,
2020-01-06 22:00:00,6.8,6.1,95.0,,,240.0,9.4,,1026.0,,
2020-01-06 23:00:00,7.5,6.3,92.0,0.0,,250.0,16.6,,1026.5,,
2020-01-07 00:00:00,8.0,6.5,90.0,,,260.0,13.0,,1027.1,,
2020-01-07 01:00:00,8.1,6.2,88.0,0.0,,270.0,11.2,,1027.4,,
2020-01-07 02:00:00,8.4,6.4,87.0,0.0,,260.0,7.6,,1028.3,,
2020-01-07 03:00:00,7.5,6.0,90.0,,,250.0,3.6,,1028.9,,
2020-01-07 04:00:00,6.9,6.0,94.0,0.0,,230.0,7.6,,1028.8,,
2020-01-07 05:00:00,6.6,5.9,95.0,0.0,,210.0,5.4,,1028.9,,
2020-01-07 06:00:00,6.3,5.6,95.0,,,210.0,7.6,,1028.8,,
2020-01-07 07:00:00,6.3,5.3,93.0,0.0,,210.0,9.4,,1029.0,,
2020-01-07 08:00:00,6.4,5.7,95.0,0.0,,210.0,9.4,,1030.3,,
2020-01-07 09:00:00,6.9,6.3,96.0,,,210.0,9.4,,1030.3,,
2020-01-07 10:00:00,7.4,6.7,95.0,0.0,,210.0,9.4,,1030.5,,
2020-01-07 11:00:00,8.0,6.9,93.0,0.0,,200.0,9.4,,1030.5,,
2020-01-07 12:00:00,8.4,7.3,93.0,,,210.0,11.2,,1030.0,,
2020-01-07 13:00:00,8.8,7.6,92.0,0.0,,200.0,9.4,,1029.0,,
2020-01-07 14:00:00,8.8,7.7,93.0,0.0,,190.0,9.4,,1028.7,,
2020-01-07 15:00:00,8.7,7.8,94.0,,,200.0,9.4,,1028.5,,
2020-01-07 16:00:00,8.7,8.1,96.0,0.0,,200.0,7.6,,1028.6,,
2020-01-07 17:00:00,8.7,8.3,97.0,0.0,,190.0,11.2,,1028.3,,
2020-01-07 18:00:00,8.8,8.5,98.0,,,190.0,11.2,,1028.5,,
2020-01-07 19:00:00,8.9,8.6,98.0,0.0,,200.0,11.2,,1028.5,,
2020-01-07 20:00:00,9.0,8.7,98.0,0.0,,200.0,9.4,,1028.2,,
2020-01-07 21:00:00,9.2,8.9,98.0,,,200.0,11.2,,1027.9,,
2020-01-07 22:00:00,9.5,9.2,98.0,0.0,,210.0,11.2,,1027.6,,
2020-01-07 23:00:00,10.3,10.0,98.0,0.0,,230.0,7.6,,1027.4,,
2020-01-08 00:00:00,10.6,10.1,97.0,,,200.0,7.6,,1026.7,,
2020-01-08 01:00:00,11.0,10.5,97.0,0.0,,230.0,7.6,,1026.4,,
2020-01-08 02:00:00,11.5,10.9,96.0,0.0,,240.0,9.4,,1026.5,,
2020-01-08 03:00:00,11.7,10.8,94.0,,,240.0,9.4,,1026.4,,
2020-01-08 04:00:00,11.7,10.6,93.0,0.0,,250.0,13.0,,1026.3,,
2020-01-08 05:00:00,11.8,10.5,92.0,0.0,,230.0,11.2,,1026.3,,
2020-01-08 06:00:00,11.9,10.5,91.0,,,240.0,13.0,,1025.9,,
2020-01-08 07:00:00,11.9,10.3,90.0,0.0,,250.0,7.6,,1026.1,,
2020-01-08 08:00:00,11.9,10.3,90.0,0.0,,230.0,11.2,,1026.9,,
2020-01-08 09:00:00,11.9,10.5,91.0,,,220.0,13.0,,1027.5,,
2020-01-08 10:00:00,11.9,10.6,92.0,,,230.0,5.4,,1027.7,,
2020-01-08 11:00:00,12.0,10.7,92.0,0.0,,240.0,9.4,,1027.8,,
2020-01-08 12:00:00,12.1,10.8,92.0,,,230.0,11.2,,1027.2,,
2020-01-08 13:00:00,12.1,11.0,93.0,0.0,,230.0,11.2,,1026.7,,
2020-01-08 14:00:00,12.2,11.3,94.0,0.0,,230.0,11.2,,1026.3,,
2020-01-08 15:00:00,12.3,11.0,92.0,,,220.0,11.2,,1026.2,,
2020-01-08 16:00:00,12.3,11.0,92.0,0.0,,230.0,9.4,,1026.5,,
2020-01-08 17:00:00,12.3,11.0,92.0,0.0,,220.0,13.0,,1026.5,,
2020-01-08 18:00:00,12.0,11.1,94.0,,,220.0,11.2,,1026.4,,
2020-01-08 19:00:00,11.8,10.9,94.0,0.0,,210.0,13.0,,1025.7,,
2020-01-08 20:00:00,11.8,10.7,93.0,0.0,,230.0,13.0,,1025.4,,
2020-01-08 21:00:00,11.7,10.6,93.0,,,220.0,13.0,,1025.0,,
2020-01-08 22:00:00,11.6,10.5,93.0,0.0,,210.0,14.8,,1024.3,,
2020-01-08 23:00:00,11.4,10.1,92.0,0.0,,220.0,18.4,,1023.9,,
2020-01-09 00:00:00,11.5,10.1,91.0,,,210.0,13.0,,1023.3,,
2020-01-09 01:00:00,11.5,10.2,92.0,,,200.0,14.8,,1022.2,,
2020-01-09 02:00:00,11.5,10.1,91.0,,,200.0,14.8,,1021.7,,
2020-01-09 03:00:00,11.6,10.0,90.0,,,210.0,14.8,,1021.0,,
2020-01-09 04:00:00,11.7,10.3,91.0,,,200.0,13.0,,1019.9,,
2020-01-09 05:00:00,11.6,10.5,93.0,0.4,,210.0,14.8,,1019.2,,
2020-01-09 06:00:00,11.6,10.5,93.0,,,210.0,14.8,,1018.9,,
2020-01-09 07:00:00,11.7,10.1,90.0,0.0,,210.0,18.4,,1018.0,,
2020-01-09 08:00:00,11.6,9.7,88.0,,,210.0,14.8,,1017.4,,
2020-01-09 09:00:00,11.8,9.9,88.0,,,220.0,22.3,,1017.1,,
2020-01-09 10:00:00,11.7,10.3,91.0,,,210.0,18.4,,1016.8,,
2020-01-09 11:00:00,12.0,10.4,90.0,0.0,,210.0,18.4,,1016.1,,
2020-01-09 12:00:00,12.5,10.4,87.0,,,220.0,18.4,,1015.1,,
2020-01-09 13:00:00,12.4,10.5,88.0,0.0,,210.0,22.3,,1013.8,,
2020-01-09 14:00:00,12.4,10.3,87.0,0.0,,210.0,20.5,,1013.3,,
2020-01-09 15:00:00,12.2,9.6,84.0,,,210.0,16.6,,1012.8,,
2020-01-09 16:00:00,11.6,10.2,91.0,0.4,,200.0,13.0,,1012.3,,
2020-01-09 17:00:00,11.1,10.3,95.0,1.0,,210.0,14.8,,1012.5,,
2020-01-09 18:00:00,11.0,9.9,93.0,,,200.0,18.4,,1012.0,,
2020-01-09 19:00:00,11.1,9.7,91.0,,,210.0,18.4,,1011.8,,
2020-01-09 20:00:00,10.9,9.3,90.0,0.0,,210.0,20.5,,1011.4,,
2020-01-09 21:00:00,10.8,8.4,85.0,,,220.0,22.3,,1011.9,,
2020-01-09 22:00:00,10.6,7.7,82.0,0.0,,210.0,20.5,,1011.4,,
2020-01-09 23:00:00,10.5,7.7,83.0,0.0,,200.0,18.4,,1011.5,,
2020-01-10 00:00:00,10.2,7.6,84.0,,,200.0,16.6,,1011.2,,
2020-01-10 01:00:00,9.8,8.1,89.0,0.2,,220.0,14.8,,1011.3,,
2020-01-10 02:00:00,9.5,8.3,92.0,1.0,,210.0,16.6,,1011.4,,
2020-01-10 03:00:00,9.5,8.4,93.0,,,210.0,11.2,,1011.8,,
2020-01-10 04:00:00,9.4,8.5,94.0,0.4,,230.0,13.0,,1012.3,,
2020-01-10 05:00:00,9.4,8.2,92.0,0.2,,300.0,13.0,,1013.9,,
2020-01-10 06:00:00,9.5,7.9,90.0,,,320.0,16.6,,1015.8,,
2020-01-10 07:00:00,9.5,7.4,87.0,0.0,,310.0,14.8,,1017.9,,
2020-01-10 08:00:00,9.1,5.8,80.0,0.0,,320.0,14.8,,1020.1,,
2020-01-10 09:00:00,8.6,5.0,78.0,,,320.0,16.6,,1021.9,,
2020-01-10 10:00:00,7.7,6.3,91.0,,,310.0,14.8,,1023.8,,
2020-01-10 11:00:00,8.1,5.0,81.0,,,330.0,18.4,,1024.8,,
2020-01-10 12:00:00,8.1,5.0,81.0,,,320.0,16.6,,1025.9,,
2020-01-10 13:00:00,8.1,4.9,80.0,,,330.0,16.6,,1026.7,,
2020-01-10 14:00:00,8.4,4.0,74.0,,,340.0,11.2,,1027.1,,
2020-01-10 15:00:00,8.3,3.9,74.0,,,320.0,9.4,,1028.3,,
2020-01-10 16:00:00,8.0,4.0,76.0,0.0,,320.0,9.4,,1029.4,,
2020-01-10 17:00:00,7.9,4.7,80.0,,,330.0,9.4,,1030.6,,
2020-01-10 18:00:00,7.6,3.8,77.0,,,340.0,11.2,,1031.4,,
2020-01-10 19:00:00,7.6,3.8,77.0,0.0,,360.0,5.4,,1031.8,,
2020-01-10 20:00:00,7.2,3.3,76.0,0.0,,50.0,3.6,,1032.0,,
2020-01-10 21:00:00,7.6,3.1,73.0,,,310.0,11.2,,1033.1,,
2020-01-10 22:00:00,7.6,3.3,74.0,0.0,,300.0,7.6,,1033.6,,
2020-01-10 23:00:00,6.9,2.6,74.0,0.0,,270.0,3.6,,1033.8,,
2020-01-11 00:00:00,6.8,2.1,72.0,,,290.0,9.4,,1034.8,,
2020-01-11 01:00:00,6.0,1.7,74.0,0.0,,270.0,5.4,,1034.5,,
2020-01-11 02:00:00,4.9,2.1,82.0,0.0,,200.0,5.4,,1034.4,,
2020-01-11 03:00:00,4.2,2.2,87.0,,,230.0,5.4,,1034.4,,
2020-01-11 04:00:00,4.8,2.5,85.0,0.0,,220.0,5.4,,1034.2,,
2020-01-11 05:00:00,4.5,1.7,82.0,0.0,,200.0,9.4,,1033.8,,
2020-01-11 06:00:00,4.4,1.8,83.0,,,200.0,9.4,,1033.8,,
2020-01-11 07:00:00,4.4,1.9,84.0,0.0,,200.0,9.4,,1034.2,,
2020-01-11 08:00:00,4.3,1.8,84.0,0.0,,210.0,9.4,,1034.3,,
2020-01-11 09:00:00,4.7,2.1,83.0,,,200.0,9.4,,1034.3,,
2020-01-11 10:00:00,5.5,1.8,77.0,0.0,,210.0,9.4,,1034.4,,
2020-01-11 11:00:00,7.2,1.3,66.0,0.0,,210.0,11.2,,1033.9,,
2020-01-11 12:00:00,8.4,1.5,62.0,,,220.0,13.0,,1033.2,,
2020-01-11 15:00:00,7.8,1.8,66.0,,,220.0,13.0,,1031.8,,
2020-01-11 16:00:00,7.1,2.2,71.0,0.0,,200.0,9.4,,1031.7,,
2020-01-11 18:00:00,5.9,2.2,77.0,,,190.0,5.4,,1031.6,,
2020-01-11 19:00:00,5.4,2.2,80.0,0.0,,200.0,9.4,,1031.4,,
2020-01-11 20:00:00,5.0,2.0,81.0,0.0,,190.0,7.6,,1031.0,,
2020-01-11 21:00:00,4.4,1.9,84.0,,,190.0,7.6,,1030.7,,
2020-01-11 22:00:00,4.3,2.0,85.0,0.0,,200.0,9.4,,1030.2,,
2020-01-11 23:00:00,3.7,1.6,86.0,0.0,,190.0,9.4,,1029.6,,
2020-01-12 00:00:00,3.1,1.3,88.0,,,180.0,11.2,,1028.9,,
2020-01-12 01:00:00,3.4,1.4,87.0,0.0,,210.0,9.4,,1028.7,,
2020-01-12 02:00:00,3.9,1.4,84.0,0.0,,200.0,9.4,,1028.5,,
2020-01-12 04:00:00,4.5,1.7,82.0,0.0,,180.0,9.4,,1027.6,,
2020-01-12 05:00:00,4.7,1.9,82.0,0.0,,200.0,11.2,,1026.9,,
2020-01-12 06:00:00,4.2,1.9,85.0,,,160.0,11.2,,1026.6,,
2020-01-12 07:00:00,4.5,2.2,85.0,0.0,,200.0,13.0,,1026.1,,
2020-01-12 08:00:00,4.5,2.5,87.0,0.0,,150.0,7.6,,1025.8,,
2020-01-12 09:00:00,6.1,3.4,83.0,,,220.0,11.2,,1026.2,,
2020-01-12 10:00:00,7.5,4.5,81.0,0.0,,220.0,11.2,,1026.4,,
2020-01-12 11:00:00,8.0,4.9,81.0,0.0,,230.0,18.4,,1026.3,,
2020-01-12 12:00:00,8.9,5.6,80.0,,,230.0,14.8,,1025.8,,
2020-01-12 13:00:00,8.7,6.1,84.0,0.0,,240.0,13.0,,1025.8,,
2020-01-12 14:00:00,8.7,6.7,87.0,0.0,,220.0,16.6,,1025.4,,
2020-01-12 15:00:00,9.1,7.1,87.0,,,230.0,14.8,,1025.5,,
2020-01-12 16:00:00,9.2,7.1,87.0,0.0,,240.0,9.4,,1025.9,,
2020-01-12 17:00:00,8.9,7.0,88.0,0.0,,230.0,13.0,,1026.0,,
2020-01-12 18:00:00,8.9,7.2,89.0,,,220.0,13.0,,1026.2,,
2020-01-12 19:00:00,8.7,7.0,89.0,0.0,,220.0,13.0,,1026.4,,
2020-01-12 20:00:00,8.7,7.3,91.0,0.0,,220.0,11.2,,1026.2,,
2020-01-12 21:00:00,8.7,7.3,91.0,,,220.0,9.4,,1026.0,,
2020-01-12 22:00:00,8.8,7.6,92.0,0.0,,220.0,14.8,,1025.8,,
2020-01-12 23:00:00,8.7,7.6,93.0,0.0,,220.0,13.0,,1025.8,,
2020-01-13 00:00:00,8.7,7.6,93.0,,,220.0,14.8,,1025.3,,
2020-01-13 01:00:00,8.5,7.0,90.0,0.0,,210.0,9.4,,1024.7,,
2020-01-13 02:00:00,8.6,6.9,89.0,0.0,,220.0,11.2,,1024.3,,
2020-01-13 03:00:00,8.3,6.6,89.0,,,210.0,7.6,,1023.7,,
2020-01-13 04:00:00,7.3,6.1,92.0,0.0,,210.0,7.6,,1023.1,,
2020-01-13 05:00:00,7.0,5.8,92.0,0.0,,210.0,11.2,,1022.3,,
2020-01-13 06:00:00,6.7,5.8,94.0,,,220.0,14.8,,1021.9,,
2020-01-13 07:00:00,7.0,5.9,93.0,0.0,,210.0,18.4,,1020.6,,
2020-01-13 08:00:00,7.3,6.1,92.0,0.0,,210.0,13.0,,1020.6,,
2020-01-13 09:00:00,7.7,6.5,92.0,,,200.0,13.0,,1020.6,,
2020-01-13 10:00:00,8.1,6.7,91.0,0.0,,200.0,13.0,,1020.5,,
2020-01-13 11:00:00,8.3,7.2,93.0,,,190.0,18.4,,1019.3,,
2020-01-13 12:00:00,8.4,7.5,94.0,,,200.0,14.8,,1017.4,,
2020-01-13 13:00:00,8.7,7.8,94.0,,,200.0,14.8,,1016.1,,
2020-01-13 14:00:00,9.2,8.0,92.0,,,220.0,22.3,,1015.4,,
2020-01-13 15:00:00,9.6,7.9,89.0,,,210.0,16.6,,1014.8,,
2020-01-13 16:00:00,9.9,7.8,87.0,,,210.0,16.6,,1013.8,,
2020-01-13 17:00:00,10.1,7.9,86.0,0.0,,200.0,14.8,,1013.1,,
2020-01-13 20:00:00,9.9,6.8,81.0,0.0,,210.0,18.4,,1011.6,,
2020-01-13 23:00:00,10.1,4.7,69.0,0.0,,210.0,20.5,,1010.2,,
2020-01-14 00:00:00,9.9,4.3,68.0,,,210.0,20.5,,1009.9,,
2020-01-14 01:00:00,9.5,3.9,68.0,0.0,,210.0,18.4,,1009.4,,
2020-01-14 02:00:00,9.9,4.7,70.0,0.0,,210.0,18.4,,1009.0,,
2020-01-14 03:00:00,10.0,4.4,68.0,,,200.0,24.1,,1008.3,,
2020-01-14 04:00:00,9.8,4.2,68.0,0.0,,210.0,22.3,,1008.0,,
2020-01-14 05:00:00,10.6,3.8,63.0,0.0,,220.0,33.5,,1008.3,,
2020-01-14 06:00:00,10.0,4.6,69.0,,,220.0,29.5,,1008.6,,
2020-01-14 07:00:00,9.8,4.6,70.0,0.0,,210.0,25.9,,1009.0,,
